record_id,purchase_order_number,type,company_id,company_name,arrears_subscription_id,start_period,end_period,quantity,unit_of_measure,term,sku,description,details,rate_type,charge_type,price,subtotal,cost,cost_total,offered_by,billed_by_pax8,tax_collected_from,taxable,sales_tax,total,billing_fee,billing_fee_rate,partner_subtotal,customer_billed_less_tax,amount_due,currency_code,invoice_date,current_balance,totalDue,commitment_term
16599829,N/A,subscription,1388071,"Arhitekta Imanta Timermaņa birojs, SIA_MVU",,2025-03-26,2025-04-25,2.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,12.24,5.5100,11.02,Pax8,false,p,false,0,11.02,0,0.000000,11.02,0,11.02,EUR,2025-04-01,0,11.02,Monthly
16596770,N/A,subscription,1388074,"Auditus quaestus, SIA_MVU",,2025-03-26,2025-04-25,1.0000,User,Monthly,MST-NCE-100-C100,"Microsoft 365 Apps for Business [New Commerce Experience]",,Flat,per,10.5600,10.56,9.6400,9.64,Pax8,false,p,false,0,9.64,0,0.000000,9.64,0,9.64,EUR,2025-04-01,0,9.64,Monthly
16318344,N/A,subscription,1388075,"Auto Blitz, SIA_MVU",,2025-03-08,2025-04-07,1.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,6.12,5.5100,5.51,Pax8,false,p,false,0,5.51,0,0.000000,5.51,0,5.51,EUR,2025-04-01,0,182.49,Monthly
16600529,N/A,subscription,1388075,"Auto Blitz, SIA_MVU",,2025-03-26,2025-04-25,10.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,126.00,11.5100,115.10,Pax8,false,p,false,0,115.10,0,0.000000,115.10,0,115.10,EUR,2025-04-01,0,182.49,Monthly
16603638,N/A,subscription,1388075,"Auto Blitz, SIA_MVU",,2025-03-26,2025-04-25,17.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,4.0800,69.36,3.6400,61.88,Pax8,false,p,false,0,61.88,0,0.000000,61.88,0,61.88,EUR,2025-04-01,0,182.49,Monthly
16154872,N/A,subscription,1388084,"BALTIC MEDIA LTD, SIA_KORP",,2025-03-02,2025-04-01,12.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,73.44,5.5100,66.12,Pax8,false,p,false,0,66.12,0,0.000000,66.12,0,66.12,EUR,2025-04-01,0,66.12,Monthly
16595526,N/A,subscription,1388087,"BEIJER REF LATVIA, SIA_MVU",,2025-03-26,2025-04-25,1.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,6.12,5.5100,5.51,Pax8,false,p,false,0,5.51,0,0.000000,5.51,0,5.51,EUR,2025-04-01,0,43.68,Monthly
16597423,N/A,subscription,1388087,"BEIJER REF LATVIA, SIA_MVU",,2025-03-26,2025-04-25,3.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,37.80,11.5100,34.53,Pax8,false,p,false,0,34.53,0,0.000000,34.53,0,34.53,EUR,2025-04-01,0,43.68,Monthly
16606491,N/A,subscription,1388087,"BEIJER REF LATVIA, SIA_MVU",,2025-03-26,2025-04-25,1.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,4.0800,4.08,3.6400,3.64,Pax8,false,p,false,0,3.64,0,0.000000,3.64,0,3.64,EUR,2025-04-01,0,43.68,Monthly
16605696,N/A,subscription,1388089,"BR Group, SIA_KORP",,2025-03-26,2025-04-25,30.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,378.00,11.5100,345.30,Pax8,false,p,false,0,345.30,0,0.000000,345.30,0,345.30,EUR,2025-04-01,0,458.14,Monthly
16597501,N/A,subscription,1388089,"BR Group, SIA_KORP",,2025-03-26,2025-04-25,31.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,4.4400,137.64,3.6400,112.84,Pax8,false,p,false,0,112.84,0,0.000000,112.84,0,112.84,EUR,2025-04-01,0,458.14,Monthly
16419438,N/A,subscription,1408304,"COWCARE, SIA_KORP",,2025-03-15,2025-04-14,15.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,11.7000,175.50,9.5900,143.85,Pax8,false,p,false,0,143.85,0,0.000000,143.85,0,143.85,EUR,2025-04-01,0,234.96,1-Year
16445269,N/A,subscription,1408304,"COWCARE, SIA_KORP",,2025-03-17,2025-04-16,2.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,14.0400,28.08,11.5100,23.02,Pax8,false,p,false,0,23.02,0,0.000000,23.02,0,23.02,EUR,2025-04-01,0,234.96,Monthly
16262091,N/A,subscription,1408304,"COWCARE, SIA_KORP",,2025-03-07,2025-04-06,1.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,4.4400,4.44,3.6400,3.64,Pax8,false,p,false,0,3.64,0,0.000000,3.64,0,3.64,EUR,2025-04-01,0,234.96,Monthly
16400169,N/A,subscription,1408304,"COWCARE, SIA_KORP",,2025-03-14,2025-04-13,1.0000,Environment,Monthly,MST-NCE-OQE-C100,"Dynamics 365 Business Central Essentials [New Commerce Experience]",,Flat,per,65.5000,65.50,64.4500,64.45,Pax8,false,p,false,0,64.45,0,0.000000,64.45,0,64.45,EUR,2025-04-01,0,234.96,Monthly
16599674,N/A,subscription,1388109,"Cēsu rajona lauku partnerība, Biedrība_MVU",,2025-03-26,2025-04-25,1.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,12.60,11.5100,11.51,Pax8,false,p,false,0,11.51,0,0.000000,11.51,0,11.51,EUR,2025-04-01,0,11.51,Monthly
16600894,N/A,subscription,1388111,"Dailes teātris, VSIA_MVU",,2025-03-26,2025-04-25,1.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,12.60,11.5100,11.51,Pax8,false,p,false,0,11.51,0,0.000000,11.51,0,11.51,EUR,2025-04-01,0,11.51,Monthly
16386795,N/A,subscription,1388733,"Dominante Capital, AS_KORP",,2025-03-14,2025-04-13,1.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.6400,3.64,3.6400,3.64,Pax8,false,p,false,0,3.64,0,0.000000,3.64,0,3.64,EUR,2025-04-01,0,3.64,Monthly
16329267,N/A,subscription,1388122,"Franzoni and Co, SIA_MVU",,2025-03-09,2025-04-08,2.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,14.0400,28.08,11.5100,23.02,Pax8,false,p,false,0,23.02,0,0.000000,23.02,0,23.02,EUR,2025-04-01,0,23.02,Monthly
16597689,N/A,subscription,1388127,"Gāršas I. ārsta pediatra prakse_PRIV",,2025-03-26,2025-04-25,2.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,12.24,5.5100,11.02,Pax8,false,p,false,0,11.02,0,0.000000,11.02,0,11.02,EUR,2025-04-01,0,11.02,Monthly
15846157,N/A,subscription,1399647,"Heavy Cranes OÜ Pastāvīgā pārstāvniecība Latvijā_MVU",,2025-03-21,2025-04-20,4.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,10.5000,42.00,9.5900,38.36,Pax8,false,p,false,0,38.36,0,0.000000,38.36,0,38.36,EUR,2025-04-01,0,38.36,1-Year
16605651,N/A,subscription,1388134,"I ECO, SIA_MVU",,2025-03-26,2025-04-25,2.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,12.24,5.5100,11.02,Pax8,false,p,false,0,11.02,0,0.000000,11.02,0,11.02,EUR,2025-04-01,0,11.02,Monthly
16615274,N/A,subscription,1388145,"IMPRO CEĻOJUMI, SIA_KORP",,2025-03-27,2025-04-26,27.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,10.5000,283.50,9.5900,258.93,Pax8,false,p,false,0,258.93,0,0.000000,258.93,0,258.93,EUR,2025-04-01,0,336.20,1-Year
16614820,N/A,subscription,1388145,"IMPRO CEĻOJUMI, SIA_KORP",,2025-03-27,2025-04-26,13.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.4000,44.20,3.0300,39.39,Pax8,false,p,false,0,39.39,0,0.000000,39.39,0,39.39,EUR,2025-04-01,0,336.20,1-Year
16617997,N/A,subscription,1388145,"IMPRO CEĻOJUMI, SIA_KORP",,2025-03-27,2025-04-26,2.0000,User,Monthly,MST-NCE-E3E-C100,"Office 365 E3 EEA (no Teams) [New Commerce Experience]",,Flat,per,23.1000,46.20,18.9400,37.88,Pax8,false,p,false,0,37.88,0,0.000000,37.88,0,37.88,EUR,2025-04-01,0,336.20,1-Year
16598313,N/A,subscription,1388141,"Ilze Ingūna Spriņģe_PRIV",,2025-03-26,2025-04-25,1.0000,User,Monthly,MST-NCE-100-C100,"Microsoft 365 Apps for Business [New Commerce Experience]",,Flat,per,10.5600,10.56,9.6400,9.64,Pax8,false,p,false,0,9.64,0,0.000000,9.64,0,9.64,EUR,2025-04-01,0,9.64,Monthly
16627310,N/A,subscription,1388207,"Initiative Latvia, SIA_KORP",,2025-03-27,2025-04-26,2.0000,User,Monthly,MST-NCE-100-C100,"Microsoft 365 Apps for Business [New Commerce Experience]",,Flat,per,10.5600,21.12,9.6400,19.28,Pax8,false,p,false,0,19.28,0,0.000000,19.28,0,19.28,EUR,2025-04-01,0,760.87,Monthly
16616967,N/A,subscription,1388207,"Initiative Latvia, SIA_KORP",,2025-03-27,2025-04-26,7.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,42.84,5.5100,38.57,Pax8,false,p,false,0,38.57,0,0.000000,38.57,0,38.57,EUR,2025-04-01,0,760.87,Monthly
16521125,N/A,prorate,1388207,"Initiative Latvia, SIA_KORP",,2025-03-21,2025-03-26,2.0000,User,Monthly,MST-NCE-104-C100,"Mar Partial: Microsoft 365 Business Standard [New Commerce Experience] quantity changed from 45.0000 to 47.0000 for a difference of 2.0000. 6 days of change",,Flat,per,2.7000,5.40,2.4664,4.93,Pax8,false,p,false,0,4.93,0,0.000000,4.93,0,4.93,EUR,2025-04-01,0,760.87,Monthly
16629066,N/A,subscription,1388207,"Initiative Latvia, SIA_KORP",,2025-03-27,2025-04-26,47.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,592.20,11.5100,540.97,Pax8,false,p,false,0,540.97,0,0.000000,540.97,0,540.97,EUR,2025-04-01,0,760.87,Monthly
16620290,N/A,subscription,1388207,"Initiative Latvia, SIA_KORP",,2025-03-27,2025-04-26,30.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,4.0800,122.40,3.6400,109.20,Pax8,false,p,false,0,109.20,0,0.000000,109.20,0,109.20,EUR,2025-04-01,0,760.87,Monthly
16627418,N/A,subscription,1388207,"Initiative Latvia, SIA_KORP",,2025-03-27,2025-04-26,4.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience]",,Flat,per,8.0400,32.16,7.3800,29.52,Pax8,false,p,false,0,29.52,0,0.000000,29.52,0,29.52,EUR,2025-04-01,0,760.87,Monthly
16536342,N/A,subscription,1388207,"Initiative Latvia, SIA_KORP",,2025-03-22,2025-04-21,1.0000,User,Monthly,MST-NCE-212-C100,"Power BI Premium Per User [New Commerce Experience]",,Flat,per,22.4400,22.44,18.4000,18.40,Pax8,false,p,false,0,18.40,0,0.000000,18.40,0,18.40,EUR,2025-04-01,0,760.87,Monthly
16429620,N/A,subscription,1388571,"Intense Media Baltic, SIA_MVU",,2025-03-16,2025-04-15,1.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,6.12,5.5100,5.51,Pax8,false,p,false,0,5.51,0,0.000000,5.51,0,5.51,EUR,2025-04-01,0,372.34,Monthly
16532221,N/A,subscription,1388571,"Intense Media Baltic, SIA_MVU",,2025-03-22,2025-04-21,23.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,289.80,11.5100,264.73,Pax8,false,p,false,0,264.73,0,0.000000,264.73,0,264.73,EUR,2025-04-01,0,372.34,Monthly
16622845,N/A,subscription,1388571,"Intense Media Baltic, SIA_MVU",,2025-03-27,2025-04-26,22.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,4.0800,89.76,3.6400,80.08,Pax8,false,p,false,0,80.08,0,0.000000,80.08,0,80.08,EUR,2025-04-01,0,372.34,Monthly
16493216,N/A,subscription,1388571,"Intense Media Baltic, SIA_MVU",,2025-03-20,2025-04-19,2.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience]",,Flat,per,9.0000,18.00,7.3800,14.76,Pax8,false,p,false,0,14.76,0,0.000000,14.76,0,14.76,EUR,2025-04-01,0,372.34,Monthly
16501136,N/A,prorate,1388571,"Intense Media Baltic, SIA_MVU",,2025-03-20,2025-03-27,1.0000,User,Monthly,MST-NCE-214-C100,"Mar Partial: Power BI Pro [New Commerce Experience] quantity changed from 5.0000 to 6.0000 for a difference of 1.0000. 8 days of change",,Flat,per,3.2229,3.22,2.6429,2.64,Pax8,false,p,false,0,2.64,0,0.000000,2.64,0,2.64,EUR,2025-04-01,0,372.34,Monthly
16483451,N/A,subscription,1388571,"Intense Media Baltic, SIA_MVU",,2025-03-19,2025-04-18,1.0000,User,Monthly,MST-NCE-222-C100,"SharePoint (Plan 1) [New Commerce Experience]",,Flat,per,5.6400,5.64,4.6200,4.62,Pax8,false,p,false,0,4.62,0,0.000000,4.62,0,4.62,EUR,2025-04-01,0,372.34,Monthly
16602607,N/A,subscription,1388150,"Istabai, SIA_MVU",,2025-03-26,2025-04-25,1.0000,User,Monthly,MST-NCE-100-C100,"Microsoft 365 Apps for Business [New Commerce Experience]",,Flat,per,10.5600,10.56,9.6400,9.64,Pax8,false,p,false,0,9.64,0,0.000000,9.64,0,9.64,EUR,2025-04-01,0,9.64,Monthly
16445486,N/A,prorate,1388152,"Juristu grupa, SIA_MVU",,2025-03-17,2025-03-26,2.0000,User,Monthly,MST-NCE-102-C100,"Mar Partial: Microsoft 365 Business Basic [New Commerce Experience] quantity changed from 22.0000 to 24.0000 for a difference of 2.0000. 10 days of change",,Flat,per,2.0000,4.00,1.6393,3.28,Pax8,false,p,false,0,3.28,0,0.000000,3.28,0,3.28,EUR,2025-04-01,0,52.20,1-Year
16484578,N/A,prorate,1388152,"Juristu grupa, SIA_MVU",,2025-03-19,2025-03-25,1.0000,User,Monthly,MST-NCE-104-C100,"Mar Partial: Microsoft 365 Business Standard [New Commerce Experience] quantity changed from 3.0000 to 4.0000 for a difference of 1.0000. 7 days of change",,Flat,per,3.1500,3.15,2.8775,2.88,Pax8,false,p,false,0,2.88,0,0.000000,2.88,0,2.88,EUR,2025-04-01,0,52.20,Monthly
16605839,N/A,subscription,1388152,"Juristu grupa, SIA_MVU",,2025-03-26,2025-04-25,4.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,50.40,11.5100,46.04,Pax8,false,p,false,0,46.04,0,0.000000,46.04,0,46.04,EUR,2025-04-01,0,52.20,Monthly
16604567,N/A,subscription,1388161,"LATĪPAŠUMS-MĒRNIECĪBAS BIROJS, SIA_MVU",,2025-03-26,2025-04-25,1.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,12.60,11.5100,11.51,Pax8,false,p,false,0,11.51,0,0.000000,11.51,0,11.51,EUR,2025-04-01,0,11.51,Monthly
15663144,N/A,subscription,1539805,"Latvijas stratēģijas un ekonomikas risinājumu institūts LASER, nodibinājums_MVU",,2025-03-02,2025-04-01,2.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,11.7000,23.40,9.5900,19.18,Pax8,false,p,false,0,19.18,0,0.000000,19.18,0,19.18,EUR,2025-04-01,0,19.18,1-Year
16602281,N/A,subscription,1388179,"MRS grupa, SIA_MVU",,2025-03-26,2025-04-25,8.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience]",,Flat,per,6.1200,48.96,5.5100,44.08,Pax8,false,p,false,0,44.08,0,0.000000,44.08,0,44.08,EUR,2025-04-01,0,164.70,Monthly
16602425,N/A,subscription,1388179,"MRS grupa, SIA_MVU",,2025-03-26,2025-04-25,10.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,126.00,11.5100,115.10,Pax8,false,p,false,0,115.10,0,0.000000,115.10,0,115.10,EUR,2025-04-01,0,164.70,Monthly
16598286,N/A,subscription,1388179,"MRS grupa, SIA_MVU",,2025-03-26,2025-04-25,3.0000,User,Monthly,MST-NCE-134-C100,"Microsoft Defender for Office 365 (Plan 1) [New Commerce Experience]",,Flat,per,2.0300,6.09,1.8400,5.52,Pax8,false,p,false,0,5.52,0,0.000000,5.52,0,5.52,EUR,2025-04-01,0,164.70,Monthly
16326871,N/A,subscription,1479705,"MRVLS, SIA_MVU",,2025-03-09,2025-04-08,13.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,14.0400,182.52,11.5100,149.63,Pax8,false,p,false,0,149.63,0,0.000000,149.63,0,149.63,EUR,2025-04-01,0,223.63,Monthly
16208526,N/A,subscription,1479705,"MRVLS, SIA_MVU",,2025-03-05,2025-04-04,8.0000,User,Monthly,MST-NCE-214-C100,"Power BI Pro [New Commerce Experience]",,Flat,per,11.2800,90.24,9.2500,74.00,Pax8,false,p,false,0,74.00,0,0.000000,74.00,0,74.00,EUR,2025-04-01,0,223.63,Monthly
16625211,N/A,subscription,1388163,"Mapon, AS_KORP",,2025-03-27,2025-04-26,48.0000,User,Monthly,MST-NCE-212-C100,"Power BI Premium Per User [New Commerce Experience]",,Flat,per,16.9000,811.20,15.3300,735.84,Pax8,false,p,false,0,735.84,0,0.000000,735.84,0,735.84,EUR,2025-04-01,0,1292.34,1-Year
15696134,N/A,subscription,1388163,"Mapon, AS_KORP",,2025-03-12,2025-04-11,70.0000,User,Monthly,MST-NCE-SET-C100,"Microsoft 365 Business Standard EEA (no Teams) [New Commerce Experience]",,Flat,per,9.7000,679.00,7.9500,556.50,Pax8,false,p,false,0,556.50,0,0.000000,556.50,0,556.50,EUR,2025-04-01,0,1292.34,1-Year
16379973,N/A,subscription,1520160,"Mensarius SIA_MVU",,2025-03-13,2025-04-12,2.0000,User,Monthly,MST-NCE-BEN-C100,"Microsoft 365 Business Basic EEA (no Teams) [New Commerce Experience]",,Flat,per,5.5200,11.04,4.5300,9.06,Pax8,false,p,false,0,9.06,0,0.000000,9.06,0,9.06,EUR,2025-04-01,0,9.06,Monthly
16517483,N/A,subscription,1410176,"Miandum, SIA_KORP",,2025-03-21,2025-04-20,12.0000,User,Monthly,MST-NCE-103-C100,"Microsoft 365 Business Premium [New Commerce Experience]",,Flat,per,20.6000,247.20,16.8900,202.68,Pax8,false,p,false,0,202.68,0,0.000000,202.68,0,202.68,EUR,2025-04-01,0,205.71,1-Year
10624039,N/A,subscription,1410176,"Miandum, SIA_KORP",,2025-03-02,2025-04-01,1.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.7000,3.70,3.0300,3.03,Pax8,false,p,false,0,3.03,0,0.000000,3.03,0,3.03,EUR,2025-04-01,0,205.71,1-Year
16259022,N/A,subscription,1289978,"OTTO HOTEL PĀVILOSTA, SIA_MVU",,2025-03-07,2025-04-06,5.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,10.5000,52.50,9.5900,47.95,Pax8,false,p,false,0,47.95,0,0.000000,47.95,0,47.95,EUR,2025-04-01,0,47.95,1-Year
16629038,N/A,subscription,1388579,"Orients Audit & Finance, SIA_MVU",,2025-03-27,2025-04-26,20.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,14.0400,280.80,11.5100,230.20,Pax8,false,p,false,0,230.20,0,0.000000,230.20,0,230.20,EUR,2025-04-01,0,322.28,Monthly
16620253,N/A,subscription,1388579,"Orients Audit & Finance, SIA_MVU",,2025-03-27,2025-04-26,8.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,100.80,11.5100,92.08,Pax8,false,p,false,0,92.08,0,0.000000,92.08,0,92.08,EUR,2025-04-01,0,322.28,Monthly
16359748,N/A,prorate,1436414,"REFTRANS Logistics, SIA_KORP",,2025-03-13,2025-04-11,25.0000,User,Monthly,MST-NCE-E3E-C100,"Mar Partial Office 365 E3 EEA (no Teams) [New Commerce Experience] Partial Term Charge (Coterm)",,Flat,per,26.8258,670.65,21.9968,549.92,Pax8,false,p,false,0,549.92,0,0.000000,549.92,0,549.92,EUR,2025-04-01,0,668.95,Monthly
16360999,N/A,prorate,1436414,"REFTRANS Logistics, SIA_KORP",,2025-03-13,2025-04-11,25.0000,User,Monthly,MST-NCE-TEA-C100,"Mar Partial Microsoft Teams EEA [New Commerce Experience] Partial Term Charge (Coterm)",,Flat,per,5.8065,145.16,4.7613,119.03,Pax8,false,p,false,0,119.03,0,0.000000,119.03,0,119.03,EUR,2025-04-01,0,668.95,Monthly
16163332,N/A,subscription,1388585,"REIHMANIS & PARTNERI, ZAB PS_MVU",,2025-03-03,2025-04-02,6.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.4000,20.40,3.0300,18.18,Pax8,false,p,false,0,18.18,0,0.000000,18.18,0,18.18,EUR,2025-04-01,0,18.18,1-Year
16620597,N/A,subscription,1388587,"RIGA NORGE, SIA_MVU",,2025-03-27,2025-04-26,5.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.6000,63.00,11.5100,57.55,Pax8,false,p,false,0,57.55,0,0.000000,57.55,0,57.55,EUR,2025-04-01,0,64.83,Monthly
16625355,N/A,subscription,1388587,"RIGA NORGE, SIA_MVU",,2025-03-27,2025-04-26,2.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,4.0800,8.16,3.6400,7.28,Pax8,false,p,false,0,7.28,0,0.000000,7.28,0,7.28,EUR,2025-04-01,0,64.83,Monthly
15890732,N/A,subscription,1462735,"SC GRUPA, SIA_KORP",,2025-03-23,2025-04-22,2.0000,User,Monthly,MST-NCE-219-C100,"Planner and Project Plan 3 [New Commerce Experience]",,Flat,per,28.1000,56.20,23.0400,46.08,Pax8,false,p,false,0,46.08,0,0.000000,46.08,0,46.08,EUR,2025-04-01,0,46.08,1-Year
