record_id,purchase_order_number,type,company_id,company_name,arrears_subscription_id,start_period,end_period,quantity,unit_of_measure,term,sku,description,details,rate_type,charge_type,price,subtotal,cost,cost_total,offered_by,billed_by_pax8,tax_collected_from,taxable,sales_tax,total,billing_fee,billing_fee_rate,partner_subtotal,customer_billed_less_tax,amount_due,currency_code,invoice_date,current_balance,totalDue,commitment_term
14309251,N/A,prorate,1580184,"Children Always First Ltd",,2024-11-25,2024-11-26,1.0000,User,Monthly,MST-NCE-104-C100,"Nov Partial: Microsoft 365 Business Standard [New Commerce Experience] quantity changed from 13.0000 to 14.0000 for a difference of 1.0000. 2 days of change",,Flat,per,0.7974,0.80,0.6781,0.68,Pax8,false,p,false,0,0.68,0,0.000000,0.68,0,0.68,GBP,2024-12-01,0,181.52,Monthly
14338967,N/A,subscription,1580184,"Children Always First Ltd",,2024-11-27,2024-12-26,14.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.3600,173.04,10.5100,147.14,Pax8,false,p,false,0,147.14,0,0.000000,147.14,0,147.14,GBP,2024-12-01,0,181.52,Monthly
14336598,N/A,subscription,1580184,"Children Always First Ltd",,2024-11-27,2024-12-26,8.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.9600,31.68,3.3700,26.96,Pax8,false,p,false,0,26.96,0,0.000000,26.96,0,26.96,GBP,2024-12-01,0,181.52,Monthly
14031246,N/A,subscription,1580184,"Children Always First Ltd",,2024-11-06,2024-12-05,2.0000,User,Monthly,MST-NCE-AAD-C100,"Microsoft Teams Essentials [New Commerce Experience]",,Flat,per,3.9600,7.92,3.3700,6.74,Pax8,false,p,false,0,6.74,0,0.000000,6.74,0,6.74,GBP,2024-12-01,0,181.52,Monthly
13995269,N/A,subscription,1591799,"D.A.S Civils Ltd",,2024-11-04,2024-12-03,5.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.3600,61.80,10.5100,52.55,Pax8,false,p,false,0,52.55,0,0.000000,52.55,0,52.55,GBP,2024-12-01,0,52.55,Monthly
13604120,N/A,subscription,1605081,"Hazlewood Eng. Co. Limited",,2024-12-01,2024-12-31,3.0000,User,Monthly,DRP-BUP-BBU-C100,"Dropsuite Business Backup [options: ]",,Flat,per,2.3500,7.05,1.6500,4.95,Pax8,false,p,false,0,4.95,0,0.000000,4.95,0,4.95,GBP,2024-12-01,0,4.95,
14335990,N/A,subscription,1583393,"Parkway Fitness Ltd",,2024-11-27,2024-12-26,1.0000,User,Monthly,MST-NCE-103-C100,"Microsoft 365 Business Premium [New Commerce Experience]",,Flat,per,21.7200,21.72,18.4600,18.46,Pax8,false,p,false,0,18.46,0,0.000000,18.46,0,18.46,GBP,2024-12-01,0,167.51,Monthly
14335458,N/A,subscription,1583393,"Parkway Fitness Ltd",,2024-11-27,2024-12-26,2.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.3600,24.72,10.5100,21.02,Pax8,false,p,false,0,21.02,0,0.000000,21.02,0,21.02,GBP,2024-12-01,0,167.51,Monthly
14334788,N/A,subscription,1583393,"Parkway Fitness Ltd",,2024-11-27,2024-12-26,32.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.9600,126.72,3.3700,107.84,Pax8,false,p,false,0,107.84,0,0.000000,107.84,0,107.84,GBP,2024-12-01,0,167.51,Monthly
14095412,N/A,subscription,1583393,"Parkway Fitness Ltd",,2024-11-11,2024-12-10,3.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience]",,Flat,per,7.9200,23.76,6.7300,20.19,Pax8,false,p,false,0,20.19,0,0.000000,20.19,0,20.19,GBP,2024-12-01,0,167.51,Monthly
14232366,N/A,subscription,1583000,"Point S Tyre and Autocare Network Ltd",,2024-11-20,2024-12-19,21.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.3600,259.56,10.5100,220.71,Pax8,false,p,false,0,220.71,0,0.000000,220.71,0,220.71,GBP,2024-12-01,0,227.44,Monthly
14417404,N/A,subscription,1583000,"Point S Tyre and Autocare Network Ltd",,2024-11-30,2024-12-29,1.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience]",,Flat,per,7.9200,7.92,6.7300,6.73,Pax8,false,p,false,0,6.73,0,0.000000,6.73,0,6.73,GBP,2024-12-01,0,227.44,Monthly
14106103,N/A,prorate,1588044,"Quattro Display Ltd",,2024-11-11,2024-11-26,1.0000,User,Monthly,MST-NCE-104-C100,"Nov Partial: Microsoft 365 Business Standard [New Commerce Experience] quantity changed from 2.0000 to 3.0000 for a difference of 1.0000. 16 days of change",,Flat,per,6.3794,6.38,5.4245,5.42,Pax8,false,p,false,0,5.42,0,0.000000,5.42,0,5.42,GBP,2024-12-01,0,111.06,Monthly
14335060,N/A,subscription,1588044,"Quattro Display Ltd",,2024-11-27,2024-12-26,3.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.3600,37.08,10.5100,31.53,Pax8,false,p,false,0,31.53,0,0.000000,31.53,0,31.53,GBP,2024-12-01,0,111.06,Monthly
14350798,N/A,subscription,1588044,"Quattro Display Ltd",,2024-11-27,2024-12-26,13.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.9600,51.48,3.3700,43.81,Pax8,false,p,false,0,43.81,0,0.000000,43.81,0,43.81,GBP,2024-12-01,0,111.06,Monthly
14339759,N/A,subscription,1588044,"Quattro Display Ltd",,2024-11-27,2024-12-26,3.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience]",,Flat,per,7.9200,23.76,6.7300,20.19,Pax8,false,p,false,0,20.19,0,0.000000,20.19,0,20.19,GBP,2024-12-01,0,111.06,Monthly
13995005,N/A,subscription,1588044,"Quattro Display Ltd",,2024-11-04,2024-12-03,3.0000,User,Monthly,MST-NCE-AAD-C100,"Microsoft Teams Essentials [New Commerce Experience]",,Flat,per,3.9600,11.88,3.3700,10.11,Pax8,false,p,false,0,10.11,0,0.000000,10.11,0,10.11,GBP,2024-12-01,0,111.06,Monthly
14340520,N/A,subscription,1588045,"SPE Ltd",,2024-11-27,2024-12-26,5.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.3600,61.80,10.5100,52.55,Pax8,false,p,false,0,52.55,0,0.000000,52.55,0,52.55,GBP,2024-12-01,0,76.13,Monthly
14335465,N/A,subscription,1588045,"SPE Ltd",,2024-11-27,2024-12-26,5.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.9600,19.80,3.3700,16.85,Pax8,false,p,false,0,16.85,0,0.000000,16.85,0,16.85,GBP,2024-12-01,0,76.13,Monthly
14180202,N/A,subscription,1588045,"SPE Ltd",,2024-11-16,2024-12-15,1.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience]",,Flat,per,7.9200,7.92,6.7300,6.73,Pax8,false,p,false,0,6.73,0,0.000000,6.73,0,6.73,GBP,2024-12-01,0,76.13,Monthly
14332024,N/A,subscription,1587214,"Studley Parish Council ",,2024-11-27,2024-12-26,2.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.3600,24.72,10.5100,21.02,Pax8,false,p,false,0,21.02,0,0.000000,21.02,0,21.02,GBP,2024-12-01,0,64.83,Monthly
14251472,N/A,subscription,1587214,"Studley Parish Council ",,2024-11-21,2024-12-20,12.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.9600,47.52,3.3700,40.44,Pax8,false,p,false,0,40.44,0,0.000000,40.44,0,40.44,GBP,2024-12-01,0,64.83,Monthly
14369813,N/A,subscription,1587214,"Studley Parish Council ",,2024-11-28,2024-12-27,1.0000,User,Monthly,MST-NCE-AAD-C100,"Microsoft Teams Essentials [New Commerce Experience]",,Flat,per,3.9600,3.96,3.3700,3.37,Pax8,false,p,false,0,3.37,0,0.000000,3.37,0,3.37,GBP,2024-12-01,0,64.83,Monthly
14317781,N/A,subscription,1580961,"The Midland Group",,2024-11-26,2024-12-25,4.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience]",,Flat,per,12.3600,49.44,10.5100,42.04,Pax8,false,p,false,0,42.04,0,0.000000,42.04,0,42.04,GBP,2024-12-01,0,143.79,Monthly
14237545,N/A,prorate,1580961,"The Midland Group",,2024-11-20,2024-11-25,1.0000,User,Monthly,MST-NCE-179-C100,"Nov Partial: Exchange Online (Plan 1) [New Commerce Experience] quantity changed from 28.0000 to 29.0000 for a difference of 1.0000. 6 days of change",,Flat,per,0.7665,0.77,0.6523,0.65,Pax8,false,p,false,0,0.65,0,0.000000,0.65,0,0.65,GBP,2024-12-01,0,143.79,Monthly
14320482,N/A,subscription,1580961,"The Midland Group",,2024-11-26,2024-12-25,29.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.9600,114.84,3.3700,97.73,Pax8,false,p,false,0,97.73,0,0.000000,97.73,0,97.73,GBP,2024-12-01,0,143.79,Monthly
14000074,N/A,subscription,1580961,"The Midland Group",,2024-11-04,2024-12-03,1.0000,User,Monthly,MST-NCE-AAD-C100,"Microsoft Teams Essentials [New Commerce Experience]",,Flat,per,3.9600,3.96,3.3700,3.37,Pax8,false,p,false,0,3.37,0,0.000000,3.37,0,3.37,GBP,2024-12-01,0,143.79,Monthly
14322098,N/A,subscription,1580162,"Vernier Springs and Pressings Ltd",,2024-11-26,2024-12-25,23.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience]",,Flat,per,3.9600,91.08,3.3700,77.51,Pax8,false,p,false,0,77.51,0,0.000000,77.51,0,77.51,GBP,2024-12-01,0,97.71,Monthly
14324782,N/A,subscription,1580162,"Vernier Springs and Pressings Ltd",,2024-11-26,2024-12-25,2.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience]",,Flat,per,7.9200,15.84,6.7300,13.46,Pax8,false,p,false,0,13.46,0,0.000000,13.46,0,13.46,GBP,2024-12-01,0,97.71,Monthly
14014069,N/A,subscription,1580162,"Vernier Springs and Pressings Ltd",,2024-11-05,2024-12-04,2.0000,User,Monthly,MST-NCE-AAD-C100,"Microsoft Teams Essentials [New Commerce Experience]",,Flat,per,3.9600,7.92,3.3700,6.74,Pax8,false,p,false,0,6.74,0,0.000000,6.74,0,6.74,GBP,2024-12-01,0,97.71,Monthly
0,N/A,vat,,,,2024-12-01,2024-12-31,1.0,N/A,N/A,,VAT,,N/A,N/A,0.0,0,0.0,0.00,N/A,true,p,true,270.21,1621.27,0,0.000000,0.00,1621.27,-1621.27,GBP,2024-12-01,0,-1621.27,
