record_id,purchase_order_number,type,company_id,company_name,arrears_subscription_id,start_period,end_period,quantity,unit_of_measure,term,sku,description,details,rate_type,charge_type,price,subtotal,cost,cost_total,offered_by,billed_by_pax8,tax_collected_from,taxable,sales_tax,total,billing_fee,billing_fee_rate,partner_subtotal,customer_billed_less_tax,amount_due,currency_code,invoice_date,current_balance,totalDue,commitment_term
13940755,N/A,subscription,1342634,"HP Hire",,2024-11-01,2024-11-30,7.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience] [options: ]",,Flat,per,4.3700,30.59,4.1600,29.12,Pax8,false,p,false,0,29.12,0,0.000000,29.12,0,29.12,GBP,2024-11-01,0,29.12,1-Year
13452982,N/A,subscription,1337375,"Integral Accounting Solutions",,2024-11-01,2024-11-30,2.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,9.1100,18.22,8.7600,17.52,Pax8,false,p,false,0,17.52,0,0.000000,17.52,0,17.52,GBP,2024-11-01,0,23.12,1-Year
13410333,N/A,subscription,1337375,"Integral Accounting Solutions",,2024-11-01,2024-11-30,2.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience] [options: ]",,Flat,per,2.9100,5.82,2.8000,5.60,Pax8,false,p,false,0,5.60,0,0.000000,5.60,0,5.60,GBP,2024-11-01,0,23.12,1-Year
13587005,N/A,subscription,1471982,JPM-Contracts,,2024-11-01,2024-11-30,8.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,12.3600,98.88,10.5100,84.08,Pax8,false,p,false,0,84.08,0,0.000000,84.08,0,84.08,GBP,2024-11-01,0,97.76,Monthly
13917379,N/A,prorate,1471982,JPM-Contracts,,2024-10-31,2024-10-31,1.0000,User,Monthly,MST-NCE-180-C100,"Oct Partial: Exchange Online (Plan 2) [New Commerce Experience] quantity changed from 1.0000 to 2.0000 for a difference of 1.0000. 1 days of change including 1 free day [options: ]",,Flat,per,0.2600,0.26,0.2200,0.22,Pax8,false,p,false,0,0.22,0,0.000000,0.22,0,0.22,GBP,2024-11-01,0,97.76,Monthly
13917379,N/A,subscription,1471982,JPM-Contracts,,2024-11-01,2024-11-30,2.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience] [options: ]",,Flat,per,7.9200,15.84,6.7300,13.46,Pax8,false,p,false,0,13.46,0,0.000000,13.46,0,13.46,GBP,2024-11-01,0,97.76,Monthly
11171525,N/A,subscription,1550498,"Lisnaskea Electrical Supplies Ltd",,2024-11-01,2024-11-30,2.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience] [options: ]",,Flat,per,4.9000,9.80,4.1600,8.32,Pax8,false,p,false,0,8.32,0,0.000000,8.32,0,8.32,GBP,2024-11-01,0,8.32,1-Year
13783338,N/A,subscription,1481810,"Lisnaskea Electrical Supplies Ltd (OLD)",,2024-11-01,2024-11-30,1.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,10.3000,10.30,8.7600,8.76,Pax8,false,p,false,0,8.76,0,0.000000,8.76,0,8.76,GBP,2024-11-01,0,8.76,1-Year
9385087,N/A,subscription,1383386,"McBride & McCreesh Opticians",,2024-11-01,2024-11-30,5.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience] [options: ]",,Flat,per,4.3700,21.85,4.1600,20.80,Pax8,false,p,false,0,20.80,0,0.000000,20.80,0,20.80,GBP,2024-11-01,0,51.96,1-Year
9425878,N/A,subscription,1383386,"McBride & McCreesh Opticians",,2024-11-01,2024-11-30,1.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,9.1100,9.11,8.7600,8.76,Pax8,false,p,false,0,8.76,0,0.000000,8.76,0,8.76,GBP,2024-11-01,0,51.96,1-Year
9385853,N/A,subscription,1383386,"McBride & McCreesh Opticians",,2024-11-01,2024-11-30,8.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience] [options: ]",,Flat,per,2.9100,23.28,2.8000,22.40,Pax8,false,p,false,0,22.40,0,0.000000,22.40,0,22.40,GBP,2024-11-01,0,51.96,1-Year
12437826,N/A,subscription,1337376,"McGovern Estate Agents",,2024-11-01,2024-11-30,1.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,9.4000,9.40,8.7600,8.76,Pax8,false,p,false,0,8.76,0,0.000000,8.76,0,8.76,GBP,2024-11-01,0,8.76,1-Year
13472548,N/A,subscription,1337331,"Monaghan Freight Ltd",,2024-11-01,2024-11-30,4.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience] [options: ]",,Flat,per,4.3700,17.48,4.1600,16.64,Pax8,false,p,false,0,16.64,0,0.000000,16.64,0,16.64,GBP,2024-11-01,0,88.46,1-Year
13475455,N/A,subscription,1337331,"Monaghan Freight Ltd",,2024-11-01,2024-11-30,5.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,10.3000,51.50,8.7600,43.80,Pax8,false,p,false,0,43.80,0,0.000000,43.80,0,43.80,GBP,2024-11-01,0,88.46,1-Year
12363281,N/A,subscription,1337331,"Monaghan Freight Ltd",,2024-11-01,2024-11-30,6.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience] [options: ]",,Flat,per,2.8400,17.04,2.8000,16.80,Pax8,false,p,false,0,16.80,0,0.000000,16.80,0,16.80,GBP,2024-11-01,0,88.46,1-Year
12363560,N/A,subscription,1337331,"Monaghan Freight Ltd",,2024-11-01,2024-11-30,2.0000,User,Monthly,MST-NCE-180-C100,"Exchange Online (Plan 2) [New Commerce Experience] [options: ]",,Flat,per,6.6000,13.20,5.6100,11.22,Pax8,false,p,false,0,11.22,0,0.000000,11.22,0,11.22,GBP,2024-11-01,0,88.46,1-Year
13451655,N/A,subscription,1353012,"Mrs K Global Limited",,2024-11-01,2024-11-30,6.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience] [options: ]",,Flat,per,4.3700,26.22,4.1600,24.96,Pax8,false,p,false,0,24.96,0,0.000000,24.96,0,24.96,GBP,2024-11-01,0,24.96,1-Year
13702013,N/A,subscription,1574755,"Omagh Credit Union",,2024-11-01,2024-11-30,7.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,12.3600,86.52,10.5100,73.57,Pax8,false,p,false,0,73.57,0,0.000000,73.57,0,73.57,GBP,2024-11-01,0,115.61,Monthly
13474624,N/A,subscription,1574755,"Omagh Credit Union",,2024-11-01,2024-11-30,4.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,12.3600,49.44,10.5100,42.04,Pax8,false,p,false,0,42.04,0,0.000000,42.04,0,42.04,GBP,2024-11-01,0,115.61,Monthly
13948328,N/A,subscription,1337379,"Pomeroy Credit Union",,2024-11-01,2024-11-30,2.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,10.3000,20.60,8.7600,17.52,Pax8,false,p,false,0,17.52,0,0.000000,17.52,0,17.52,GBP,2024-11-01,0,17.52,1-Year
13733783,N/A,subscription,1342638,"Powerline ES Ltd",,2024-11-01,2024-11-30,4.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience] [options: ]",,Flat,per,4.3700,17.48,4.1600,16.64,Pax8,false,p,false,0,16.64,0,0.000000,16.64,0,16.64,GBP,2024-11-01,0,51.68,1-Year
13733784,N/A,subscription,1342638,"Powerline ES Ltd",,2024-11-01,2024-11-30,1.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,10.3000,10.30,8.7600,8.76,Pax8,false,p,false,0,8.76,0,0.000000,8.76,0,8.76,GBP,2024-11-01,0,51.68,1-Year
13733528,N/A,subscription,1342638,"Powerline ES Ltd",,2024-11-01,2024-11-30,1.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,10.3000,10.30,8.7600,8.76,Pax8,false,p,false,0,8.76,0,0.000000,8.76,0,8.76,GBP,2024-11-01,0,51.68,1-Year
13681761,N/A,subscription,1342638,"Powerline ES Ltd",,2024-11-01,2024-11-30,2.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,9.1100,18.22,8.7600,17.52,Pax8,false,p,false,0,17.52,0,0.000000,17.52,0,17.52,GBP,2024-11-01,0,51.68,1-Year
9670210,N/A,subscription,1342641,"Rahoran Limited",,2024-11-01,2024-11-30,4.0000,User,Monthly,MST-NCE-104-C100,"Microsoft 365 Business Standard [New Commerce Experience] [options: ]",,Flat,per,9.1100,36.44,8.7600,35.04,Pax8,false,p,false,0,35.04,0,0.000000,35.04,0,35.04,GBP,2024-11-01,0,46.24,1-Year
8767482,N/A,subscription,1342641,"Rahoran Limited",,2024-11-01,2024-11-30,4.0000,User,Monthly,MST-NCE-179-C100,"Exchange Online (Plan 1) [New Commerce Experience] [options: ]",,Flat,per,2.9100,11.64,2.8000,11.20,Pax8,false,p,false,0,11.20,0,0.000000,11.20,0,11.20,GBP,2024-11-01,0,46.24,1-Year
11830620,N/A,subscription,1342644,"Valley Auto Parts",,2024-11-01,2024-11-30,7.0000,User,Monthly,MST-NCE-102-C100,"Microsoft 365 Business Basic [New Commerce Experience] [options: ]",,Flat,per,4.3700,30.59,4.1600,29.12,Pax8,false,p,false,0,29.12,0,0.000000,29.12,0,29.12,GBP,2024-11-01,0,29.12,1-Year
0,N/A,vat,,,,2024-11-01,2024-11-30,1.0,N/A,N/A,,VAT,,N/A,N/A,0.0,0,0.0,0.00,N/A,true,p,true,187.29,1123.72,0,0.000000,0.00,1123.72,-1123.72,GBP,2024-11-01,0,-1123.72,
